public	_migration_518_done	id
public	_v8_flag_backup_20260710	id
public	_z139_repair_backup_20260710	id
public	access_code_usage	id
public	access_codes	id
public	access_requests	id
public	account_deletion_request_receipts	id
public	account_deletion_requests	id
public	action_cards	id
public	active_sessions	id
public	activity_logs	id
public	adkar_assessments	id
public	admin_approval_requests	id
public	admin_approval_workflows	id
public	admin_audit_export_receipts	id
public	admin_audit_logs	id
public	admin_dashboards	id
public	admin_iam_invitation_commands	id
public	admin_iam_invitation_delivery_attempts	id
public	admin_iam_job_events	id
public	admin_iam_jobs	id
public	admin_iam_member_commands	id
public	admin_report_executions	id
public	admin_role_assignments	id
public	admin_saved_reports	id
public	admin_sessions	id
public	advisor_response_log	id
public	agent_folders	id
public	ai_ab_assignments	id
public	ai_ab_experiments	id
public	ai_ab_outcomes	id
public	ai_actions	id
public	ai_actions_config	id
public	ai_actions_log	id
public	ai_agent_audit_metrics	id
public	ai_agent_audit_reviews	id
public	ai_agent_audit_runs	id
public	ai_agent_job_attempts	attempt_id
public	ai_agent_job_receipts	receipt_id
public	ai_agent_plan_steps	id
public	ai_agent_plans	id
public	ai_approval_requests	id
public	ai_audit_log	id
public	ai_audit_logs	id
public	ai_authoring_audit	id
public	ai_budgets	id
public	ai_chat_run_events	id
public	ai_chat_runs	id
public	ai_context_snapshots	id
public	ai_contexts	id
public	ai_conversation_context	id
public	ai_conversations	id
public	ai_cost_alerts_sent	id
public	ai_cost_tracking	id
public	ai_cost_usage	id
public	ai_data_access_log	id
public	ai_data_classifications	id
public	ai_decision_audit_log	id
public	ai_decision_outcomes	id
public	ai_deep_thinking_confirms	token
public	ai_deep_thinking_metrics	id
public	ai_dismissed_nudges	nudge_id,user_id
public	ai_dlp_rules	id
public	ai_doc_usage_log	id
public	ai_domain_playbooks	id
public	ai_drafts	id
public	ai_eval_auto_triggers	id
public	ai_eval_datasets	id
public	ai_eval_golden_sets	id
public	ai_eval_regression_gates	id
public	ai_evaluations	id
public	ai_experiment_variants	id
public	ai_experiments	id
public	ai_feature_control	id
public	ai_feedback	id
public	ai_global_strategies	id
public	ai_governance_policies	id
public	ai_grounding_logs	id
public	ai_ideas	id
public	ai_inbox	id
public	ai_industry_templates	id
public	ai_instruction_suggestions	id
public	ai_instructions_org	id
public	ai_instructions_system	id
