public	_migration_518_done	id
public	_v8_flag_backup_20260710	id,organization_id,module,original_enabled,new_enabled,created_at
public	_z139_repair_backup_20260710	id,table_name,row_id,column_name,original_value,new_value,created_at
public	access_code_usage	id,code_id,user_id,used_at
public	access_codes	id,organization_id,code,created_by,role,max_uses,current_uses,expires_at,is_active,created_at,code_hash,type,status,uses_count,target_email,metadata_json,created_by_user_id,created_by_consultant_id,used_at,revoked_at,updated_at
public	access_requests	id,email,first_name,last_name,phone,organization_id,organization_name,requested_role,status,request_type,metadata,requested_at,reviewed_by,reviewed_at,rejection_reason
public	account_deletion_request_receipts	id,request_id,organization_id,user_id,event_type,request_status,scheduled_at,occurred_at
public	account_deletion_requests	id,user_id,reason,status,requested_at,processed_at,processed_by,notes,scheduled_for,completed_at
public	action_cards	id,organization_id,source_kind,source_id,period_start,period_end,goal_met,action_required,problem,root_cause,action_text,owner_user_id,due_date,comment,status,created_by,created_at,updated_by,updated_at
public	active_sessions	id,user_id,device,ip_address,last_active,session_token,expires_at,created_at
public	activity_logs	id,organization_id,user_id,action,entity_type,entity_id,entity_name,old_value,new_value,ip_address,user_agent,created_at,correlation_id
public	adkar_assessments	id,organization_id,project_id,assessment_date,awareness_score,desire_score,knowledge_score,ability_score,reinforcement_score,overall_score,ai_recommendations,questionnaire_responses,created_by,created_at,updated_at
public	admin_approval_requests	id,workflow_id,requester_id,status,approvers_json,request_data_json,completed_at,created_at,updated_at
public	admin_approval_workflows	id,name,description,resource_type,trigger_conditions_json,approvers_json,created_by,is_active,created_at,updated_at
public	admin_audit_export_receipts	id,organization_id,requested_by,export_kind,filters_json,row_count,output_format,created_at
public	admin_audit_logs	id,organization_id,admin_id,action_type,resource_type,resource_id,resource_name,ip_address,user_agent,location,risk_score,status,metadata_json,created_at,reviewed_at,reviewed_by,review_notes,description,resolved_at
public	admin_dashboards	id,organization_id,dashboard_name,config,created_at
public	admin_iam_invitation_commands	id,organization_id,actor_id,command_type,idempotency_key,intent_digest,invitation_id,receipt_json,created_at
