v8.v8_action_proposals	0
v8.v8_activity_feed	0
v8.v8_admin_rebind_records	0
v8.v8_admin_surface_ownership	0
v8.v8_ai_proposal_visibility	0
v8.v8_ai_suggestions	0
v8.v8_anna_lp_configs	0
v8.v8_audit_entries	0
v8.v8_auth_escalations	0
v8.v8_business_object_sync_states	0
v8.v8_calendar_phases	0
v8.v8_canary_configs	0
v8.v8_canonical_object_states	0
v8.v8_chat_action_proposals	0
v8.v8_chat_execution_handoffs	0
v8.v8_cloud_linked_source_refreshes	0
v8.v8_collaboration_events	0
v8.v8_collaboration_rooms	0
v8.v8_collaborative_decisions	0
v8.v8_compliance_checks	0
v8.v8_concurrency_strategies	0
v8.v8_conflict_records	0
v8.v8_conflict_resolutions	0
v8.v8_connection_credentials	0
v8.v8_connector_auth_states	0
v8.v8_connector_fleet_health	0
v8.v8_connector_packages	0
v8.v8_consumer_tool_policies	0
v8.v8_content_governance	0
v8.v8_context_snapshots	0
v8.v8_coordinated_publishes	0
v8.v8_cross_initiative_dependencies	0
v8.v8_cross_module_activity	0
v8.v8_dead_letter_records	0
v8.v8_decision_chains	0
v8.v8_degraded_conditions	0
v8.v8_demo_trial_configs	0
v8.v8_deviation_records	0
v8.v8_emergency_pauses	0
v8.v8_eval_gates	0
v8.v8_execution_runs	0
v8.v8_execution_signals	0
v8.v8_executive_review_packs	0
v8.v8_facilitation_sessions	0
v8.v8_feature_flags	0
v8.v8_finance_document_ingestions	0
v8.v8_finance_locked_states	0
v8.v8_governance_sensitive_fields	0
v8.v8_health_signals	0
v8.v8_home_block_maturity	0
v8.v8_inbox_materializations	0
v8.v8_initiative_decompositions	0
v8.v8_initiative_economics_linkages	0
v8.v8_initiative_entrypoints	0
v8.v8_initiative_materializations	0
v8.v8_kpi_definitions	0
v8.v8_kpi_finance_reconciliations	0
v8.v8_landing_page_sections	0
v8.v8_lock_records	0
v8.v8_memory_promotion_requests	0
v8.v8_notification_records	0
v8.v8_notification_triggers	0
v8.v8_output_ai_governance	0
v8.v8_output_artifacts	0
v8.v8_output_exports	0
v8.v8_output_recalls	0
v8.v8_platform_seam_registry	0
v8.v8_process_flow_edges	0
v8.v8_process_flow_nodes	0
v8.v8_promotion_gates	0
v8.v8_prompt_presets	0
v8.v8_provenance_ledger	0
v8.v8_provider_depth_profiles	0
v8.v8_provider_health	0
v8.v8_publish_records	0
v8.v8_rebaseline_proposals	0
v8.v8_recurring_output_programs	0
v8.v8_refresh_timing_policies	0
v8.v8_release_bundles	0
v8.v8_replay_requests	0
v8.v8_resource_type_mappings	0
v8.v8_restore_requests	0
v8.v8_results_handoff_events	0
v8.v8_retrieval_requests	0
v8.v8_retrieval_traces	0
v8.v8_retry_policies	0
v8.v8_review_gates	0
v8.v8_roi_realization_entries	0
v8.v8_rollback_records	0
v8.v8_room_memberships	0
v8.v8_room_presence	0
v8.v8_run_state_transitions	0
v8.v8_schema_drift_events	0
v8.v8_session_insights	0
v8.v8_session_module_links	0
v8.v8_shadow_comparisons	0
v8.v8_shared_tools_registry	0
v8.v8_signal_aggregations	0
v8.v8_source_materialization_records	0
v8.v8_superadmin_domains	0
v8.v8_superadmin_surfaces	0
v8.v8_support_notes	0
v8.v8_support_traces	0
v8.v8_surface_presence	0
v8.v8_synced_source_refs	0
v8.v8_template_families	0
v8.v8_tenant_connector_installations	0
v8.v8_tool_action_governance	0
v8.v8_tool_catalog	0
v8.v8_tool_collaboration_adapters	0
v8.v8_tool_event_registry	0
v8.v8_tool_invocation_log	0
v8.v8_tool_invocation_traces	0
v8.v8_tool_readiness_audits	0
v8.v8_tool_session_governance	0
v8.v8_tools_v8_bridging_contracts	0
v8.v8_unreconciled_delta_escalations	0
v8.v8_version_snapshots	0
v8.v8_working_memory_entries	0
v8.v8_workspace_permissions	0
v8.v8_workspace_sessions	0
